Jakarta	Jakarta	PROPN
und	und	CONJ
arbeitet	arbeiten	VERB
für	für	ADP
'	'	PUNCT
National	National	PROPN
Geographic	Geographic	PROPN
'	'	PUNCT
,	,	PUNCT
'	'	PUNCT
Spiegel	spiegeln	PROPN
'	'	PUNCT
und	und	CONJ
'	'	PUNCT
Forbes	Forbes	PROPN
'	'	PUNCT
.	.	PUNCT
Gemeinsam	Gemeinsam	ADJ
haben	haben	AUX
sie	ich	PRON
die	der	DET
Umweltaktivistinnen	Umweltaktivistinnen	NOUN
Melati	Melati	PROPN
und	und	CONJ
Isabel	Isabel	PROPN
Wijsen	Wijsen	NOUN
auf	auf	ADP
Bali	Bali	PROPN
besucht	besuchen	VERB
.	.	PUNCT
Seite	Seite	NOUN
22	22	NUM
4	4	NUM
Simon	Simon	PROPN
Kuper	Kuper	NOUN
Der	der	DET
renommierte	renommierte	ADJ
britische	britische	ADJ
Buchautor	Buchautor	NOUN
und	und	CONJ
'	'	PUNCT
Financial	Financial	PROPN
Times'-Kolumnist	Times'-Kolumnist	PROPN
zögerte	zögern	VERB
keine	kein	DET
Sekunde	Sekunde	NOUN
bei	bei	ADP
der	der	DET
Anfrage	anfragen	NOUN
für	für	ADP
das	der	DET
Interview	Interview	NOUN
mit	mit	ADP
Antiapartheid-Vorkämpfer	Antiapartheid-Vorkämpfer	NOUN
Jay	Jay	PROPN
Naidoo	Naidoo	PROPN
.	.	PUNCT
Der	der	DET
Grund	Grund	NOUN
:	:	PUNCT
Kupers	Kupers	NOUN
Vater	Vater	NOUN
stammt	stammen	VERB
aus	aus	ADP
Südafrika	Südafrika	PROPN
und	und	CONJ
er	ich	PRON
selber	selber	ADV
lebte	leben	VERB
als	als	ADP
Kind	Kind	NOUN
einige	einig	DET
Jahre	Jahr	NOUN
dort	dort	ADV
.	.	PUNCT
Seite	Seite	NOUN
38	38	NUM
3	3	NUM
Mary	Mary	PROPN
Dejevsky	Dejevsky	PROPN
Die	der	DET
ehemalige	ehemalig	ADJ
Moskau-Korrespondentin	Moskau-Korrespondentin	NOUN
der	der	DET
'	'	PUNCT
Times	Times	PROPN
'	'	PUNCT
schreibt	schreiben	VERB
heute	heute	ADV
für	für	ADP
den	der	DET
'	'	PUNCT
Independent	Independent	NOUN
'	'	PUNCT
und	und	CONJ
den	der	DET
'	'	PUNCT
Guardian	Guardian	PROPN
'	'	PUNCT
.	.	PUNCT
Für	Für	ADP
das	der	DET
Bulletin	Bulletin	NOUN
hat	haben	AUX
sie	ich	PRON
mit	mit	ADP
dem	der	DET
Leningrader	Leningrader	NOUN
Professor	Professor	NOUN
Anatoly	Anatoly	PROPN
Shalyto	Shalyto	NOUN
über	über	ADP
die	der	DET
Erfolge	erfolgen	NOUN
der	der	DET
russischen	russisch	ADJ
IT-Ausbildung	IT-Ausbildung	NOUN
gesprochen	sprechen	VERB
.	.	PUNCT
Seite	Seite	NOUN
74	74	NUM
Zum	Zum	ADP
Titelbild	Titelbild	NOUN
Der	der	DET
indische	indisch	ADJ
Fotograf	Fotograf	NOUN
Mahesh	Mahesh	PROPN
Shantaram	Shantaram	PROPN
porträtierte	porträtieren	VERB
seine	mein	DET
Familie	Familie	NOUN
bei	bei	ADP
einem	einer	DET
Ausflug	Ausflug	NOUN
ins	ins	ADP
Trick	Trick	NOUN
Eye	Eye	PROPN
Museum	Museum	PROPN
in	in	ADP
Hongkong	Hongkong	PROPN
vor	vor	ADP
einer	einer	DET
eigenwilligen	eigenwillig	ADJ
Interpretation	Interpretation	NOUN
der	der	DET
europäischen	europäisch	ADJ
Kunstgeschichte	Kunstgeschichte	NOUN
.	.	PUNCT
Seine	mein	DET
eindrücklichen	eindrücklich	ADJ
Bilder	Bild	NOUN
über	über	ADP
die	der	DET
Modernisierung	Modernisierung	NOUN
Indiens	Indien	PROPN
finden	finden	VERB
Sie	ich	PRON
auf	auf	ADP
Seite	Seite	NOUN
33	33	NUM
ff	ff	X
.	.	PUNCT
Fortschritt	fortschreiten	NOUN
treibt	treiben	VERB
die	der	DET
Wirtschaft	Wirtschaft	NOUN
und	und	CONJ
damit	damit	ADV
unseren	mein	DET
Wohlstand	Wohlstand	NOUN
an	an	PART
.	.	PUNCT
Wer	Wer	PRON
an	an	ADP
den	der	DET
Fortschritt	fortschreiten	NOUN
glaubt	glauben	VERB
,	,	PUNCT
will	wollen	VERB
die	der	DET
Zukunft	Zukunft	NOUN
gestalten	gestalten	VERB
,	,	PUNCT
nicht	nicht	PART
den	der	DET
Wandel	wandeln	NOUN
verwalten	verwalten	VERB
.	.	PUNCT
Fortschritt	fortschreiten	NOUN
ist	sein	AUX
der	der	DET
Beweis	beweisen	NOUN
,	,	PUNCT
dass	dass	SCONJ
die	der	DET
Zukunft	Zukunft	NOUN
existiert	existieren	VERB
.	.	PUNCT
Er	ich	PRON
gibt	geben	VERB
uns	sich	PRON
eine	einen	DET
Perspektive	Perspektive	NOUN
und	und	CONJ
fördert	fördern	VERB
die	der	DET
Innovation	Innovation	NOUN
.	.	PUNCT
Doch	doch	CONJ
Fortschritt	fortschreiten	NOUN
ist	sein	AUX
nicht	nicht	PART
linear	linear	ADJ
,	,	PUNCT
und	und	CONJ
nicht	nicht	PART
alles	alle	PRON
Neue	neu	NOUN
ist	sein	AUX
gut	gut	ADJ
.	.	PUNCT
Angesichts	Angesichts	ADP
von	von	ADP
Klimawandel	Klimawandel	NOUN
,	,	PUNCT
Automatisierung	Automatisierung	NOUN
und	und	CONJ
sozialer	sozial	ADJ
Ungleichheit	Ungleichheit	NOUN
wachsen	wachsen	VERB
Zweifel	zweifeln	NOUN
an	an	ADP
der	der	DET
Leitidee	Leitidee	NOUN
der	der	DET
Moderne	Moderne	NOUN
.	.	PUNCT
Dieses	Dieses	DET
Bulletin	Bulletin	NOUN
würdigt	würdigen	VERB
deshalb	deshalb	ADV
den	der	DET
Fortschritt	fortschreiten	NOUN
und	und	CONJ
zeigt	zeigen	VERB
Ideen	Idee	NOUN
und	und	CONJ
Entwicklungen	Entwicklung	NOUN
in	in	ADP
16	16	NUM
Ländern	Land	NOUN
rund	rund	ADV
um	um	ADP
die	der	DET
Welt	Welt	NOUN
–	–	PROPN
wirtschaftlich	wirtschaftlich	ADJ
,	,	PUNCT
politisch	politisch	ADJ
,	,	PUNCT
gesellschaftlich	gesellschaftlich	ADJ
.	.	PUNCT
Dabei	Dabei	ADV
stellt	stellen	VERB
sich	sich	PRON
heraus	heraus	PART
:	:	PUNCT
Fortschritt	fortschreiten	NOUN
ist	sein	AUX
keine	kein	DET
Selbstverständlichkeit	Selbstverständlichkeit	NOUN
.	.	PUNCT
Er	ich	PRON
verlangt	verlangen	VERB
nach	nach	ADP
Neugier	Neugier	NOUN
,	,	PUNCT
klugen	klug	ADJ
Entscheidungen	Entscheidung	NOUN
und	und	CONJ
guten	gut	ADJ
Rahmenbedingungen	Rahmenbedingungen	NOUN
.	.	PUNCT
Fortschritt	fortschreiten	NOUN
braucht	brauchen	VERB
Freiraum	Freiraum	NOUN
.	.	PUNCT
Freiraum	Freiraum	NOUN
für	für	ADP
die	der	DET
Wirtschaft	Wirtschaft	NOUN
,	,	PUNCT
wie	wie	ADV
Ökonom	Ökonom	NOUN
Jagdish	Jagdish	PROPN
Bhagwati	Bhagwati	PROPN
am	am	ADP
Beispiel	Beispiel	NOUN
Indiens	Indien	PROPN
zeigt	zeigen	VERB
(	(	PUNCT
S.	S.	NOUN
30	30	NUM
)	)	PUNCT
.	.	PUNCT
Aber	aber	CONJ
auch	auch	ADV
geistigen	geistig	ADJ
Freiraum	Freiraum	NOUN
für	für	ADP
Kreativität	Kreativität	NOUN
in	in	ADP
der	der	DET
Forschung	Forschung	NOUN
,	,	PUNCT
wie	wie	ADV
ETH-Präsident	ETH-Präsident	NOUN
Joël	Joël	PROPN
Mesot	Mesot	PROPN
hervorhebt	hervorheben	VERB
(	(	PUNCT
S.	S.	NOUN
52	52	NUM
)	)	PUNCT
.	.	PUNCT
Fortschritt	fortschreiten	NOUN
verlangt	verlangen	VERB
auch	auch	ADV
Kenntnisse	Kenntnis	NOUN
fremder	fremd	ADJ
Kulturen	Kultur	NOUN
,	,	PUNCT
betont	betonen	VERB
der	der	DET
australische	australische	ADJ
Ex-Premier	Ex-Premier	NOUN
Kevin	Kevin	PROPN
Rudd	Rudd	PROPN
(	(	PUNCT
S.	S.	NOUN
68	68	NUM
)	)	PUNCT
und	und	CONJ
Respekt	Respekt	NOUN
für	für	ADP
Andersdenkende	Andersdenkende	NOUN
,	,	PUNCT
wie	wie	ADV
ihn	ich	PRON
das	der	DET
US-Politstrategen-Paar	US-Politstrategen-Paar	NOUN
Mary	Mary	PROPN
Matalin	Matalin	PROPN
(	(	PUNCT
Republikanerin	Republikanerin	NOUN
)	)	PUNCT
und	und	CONJ
James	James	PROPN
Carville	Carville	PROPN
(	(	PUNCT
Demokrat	Demokrat	NOUN
)	)	PUNCT
vorlebt	vorleben	VERB
(	(	PUNCT
S.	S.	NOUN
56	56	NUM
)	)	PUNCT
.	.	PUNCT
Und	und	CONJ
manchmal	manchmal	ADV
muss	muss	ADJ
man	man	PRON
auch	auch	ADV
für	für	ADP
den	der	DET
Fortschritt	fortschreiten	NOUN
kämpfen	kämpfen	VERB
.	.	PUNCT
Es	ich	PRON
braucht	brauchen	VERB
dafür	dafür	ADV
Mut	Mut	NOUN
und	und	CONJ
Ausdauer	Ausdauer	NOUN
,	,	PUNCT
wie	wie	ADV
die	der	DET
Antiapartheid-Legende	Antiapartheid-Legende	NOUN
Jay	Jay	PROPN
Naidoo	Naidoo	PROPN
(	(	PUNCT
S.	S.	NOUN
38	38	NUM
)	)	PUNCT
oder	oder	CONJ
die	der	DET
beiden	beid	DET
jugendlichen	jugendlich	ADJ
Schwestern	Schwester	NOUN
Wijsen	Wijsen	NOUN
eindrücklich	eindrücklich	ADJ
zeigen	zeigen	VERB
(	(	PUNCT
S.	S.	NOUN
22	22	NUM
)	)	PUNCT
.	.	PUNCT
Und	und	CONJ
klar	klaren	ADJ
ist	sein	AUX
:	:	PUNCT
Fortschritt	fortschreiten	NOUN
braucht	brauchen	VERB
die	der	DET
Unterstützung	Unterstützung	NOUN
der	der	DET
Bevölkerung	Bevölkerung	NOUN
.	.	PUNCT
Wie	wie	ADV
denken	denken	VERB
die	der	DET
Menschen	Mensch	NOUN
in	in	ADP
diesen	dies	DET
16	16	NUM
Ländern	Land	NOUN
über	über	ADP
Fortschritt	fortschreiten	NOUN
?	?	PUNCT
Wo	wo	ADV
sehen	sehen	VERB
sie	ich	PRON
Entwicklungen	Entwicklung	NOUN
positiv	positiv	ADJ
,	,	PUNCT
wo	wo	ADV
wollen	wollen	VERB
sie	ich	PRON
eher	eher	ADV
bremsen	bremsen	VERB
?	?	PUNCT
Diese	Diese	DET
Fragen	Frage	NOUN
untersucht	untersuchen	VERB
das	der	DET
zweite	zweite	ADJ
Credit	Credit	NOUN
Suisse	Suisse	PROPN
Fortschrittsbarometer	Fortschrittsbarometer	PROPN
.	.	PUNCT
Fazit	Fazit	NOUN
:	:	PUNCT
In	In	ADP
15	15	NUM
Ländern	Land	NOUN
möchten	mögen	VERB
die	der	DET
Befragten	Befragte	NOUN
das	der	DET
Fortschrittsrad	Fortschrittsrad	NOUN
über	über	ADP
alle	all	DET
Themen	Thema	NOUN
gemessen	messen	VERB
beschleunigen	beschleunigen	VERB
,	,	PUNCT
nur	nur	ADV
in	in	ADP
der	der	DET
Schweiz	Schweiz	PROPN
überwiegt	überwiegen	VERB
leicht	leicht	ADJ
das	der	DET
Bedürfnis	Bedürfnis	NOUN
,	,	PUNCT
die	der	DET
Entwicklungen	Entwicklung	NOUN
zu	zu	PART
verlangsamen	verlangsamen	VERB
.	.	PUNCT
Die	der	DET
weltweit	weltweit	ADJ
drängendsten	drängend	ADJ
Themen	Thema	NOUN
sind	sein	AUX
die	der	DET
E-Mobilität	E-Mobilität	NOUN
und	und	CONJ
die	der	DET
Weiterbildung	Weiterbildung	NOUN
.	.	PUNCT
Interpretiert	Interpretiert	VERB
werden	werden	AUX
die	der	DET
Resultate	Resultat	NOUN
vom	vom	ADP
Ökonomen	Ökonom	NOUN
Soumitra	Soumitra	PROPN
Dutta	Dutta	PROPN
,	,	PUNCT
vom	vom	ADP
Politologen	Politologe	NOUN
Ian	Ian	PROPN
Bremmer	Bremmer	PROPN
und	und	CONJ
von	von	ADP
der	der	DET
Mikrofinanzexpertin	Mikrofinanzexpertin	NOUN
Mary	Mary	PROPN
Ellen	Elle	PROPN
Iskenderian	Iskenderian	PROPN
.	.	PUNCT
Wir	ich	PRON
wünschen	wünschen	VERB
Ihnen	ich	PRON
viel	viel	DET
Vergnügen	Vergnügen	NOUN
bei	bei	ADP
der	der	DET
Lektüre	Lektüre	NOUN
.	.	PUNCT
Die	der	DET
Redaktion	Redaktion	NOUN
Cover-Foto	Cover-Foto	PROPN
:	:	PUNCT
Mahesh	Mahesh	PROPN
Shantaram	Shantaram	PROPN
Fotos	Foto	PROPN
:	:	PUNCT
zVg	zVg	NOUN
(	(	PUNCT
4	4	NUM
)	)	PUNCT
Bulletin 1 /2020	Bulletin	NOUN
 	 	SPACE
–505	–505	NOUN
10	10	NUM
15	15	NUM
20	20	NUM
25	25	NUM
BREMSEN	BREMSEN	NOUN
BESCHLEUNIGEN	BESCHLEUNIGEN	PROPN
neilisarB33	neilisarB33	ADV
30	30	NUM
BR	BR	NOUN
Je	Je	ADV
weiter	weit	ADV
rechts	rechts	ADV
auf	auf	ADP
dieser	dies	DET
Karte	karten	NOUN
,	,	PUNCT
desto	desto	ADV
mehr	mehr	ADV
soll	soll	VERB
der	der	DET
Fortschritt	fortschreiten	NOUN
beschleunigt	beschleunigen	VERB
werden	werden	AUX
.	.	PUNCT
Je	Je	ADV
weiter	weit	ADV
links	links	ADV
,	,	PUNCT
desto	desto	ADV
mehr	mehr	ADV
soll	soll	VERB
er	ich	PRON
gebremst	bremsen	VERB
werden	werden	AUX
.	.	PUNCT
Je	Je	ADV
weiter	weit	ADV
oben	oben	ADV
auf	auf	ADP
der	der	DET
Karte	karten	NOUN
,	,	PUNCT
desto	desto	ADV
klarer	klar	ADJ
die	der	DET
Überzeugung	Überzeugung	NOUN
,	,	PUNCT
dass	dass	SCONJ
das	der	DET
Thema	Thema	NOUN
dringend	dringen	ADJ
ist	sein	AUX
;	;	PUNCT
je	je	ADV
weiter	weit	ADV
unten	unten	ADV
,	,	PUNCT
desto	desto	ADV
grösser	grösser	ADJ
die	der	DET
(	(	PUNCT
noch	noch	ADV
)	)	PUNCT
unsichere	unsicher	ADJ
Grundhaltung	Grundhaltung	NOUN
.	.	PUNCT
CL	CL	PROPN
elihC0191akirfadüS	elihC0191akirfadüS	NUM
ZA	ZA	NOUN
IN	IN	ADP
neidnI9141neisenodnI	neidnI9141neisenodnI	PROPN
ID	ID	ADP
akiremAnovnetaatSetginiereV1	akiremAnovnetaatSetginiereV1	NOUN
US	US-amerikanischen	PROPN
CH	CH	PROPN
4–ziewhcSdnalssuR	4–ziewhcSdnalssuR	NOUN
RU	RU	PROPN
3neilartsuA2neinnatirbssorG	3neilartsuA2neinnatirbssorG	NOUN
AU	AU	PROPN
UK	UK	X
CA	CA	PROPN
5dnalhcstueD6	5dnalhcstueD6	NUM
DE	DE	PROPN
aerokdüS71	aerokdüS71	PROPN
KR	KR	PROPN
SG	SG	PROPN
6adanaKrupagniS9	6adanaKrupagniS9	NUM
Die	der	DET
kompletten	komplett	ADJ
Fortschrittsdaten	Fortschrittsdaten	NOUN
für	für	ADP
die	der	DET
16	16	NUM
Länder	Land	NOUN
können	können	VERB
Sie	ich	PRON
einsehen	einsehen	VERB
und	und	CONJ
herunterladen	herunterladen	VERB
auf	auf	ADP
credit-suisse.com/fortschrittsbarometer	credit-suisse.com/fortschrittsbarometer	NOUN
napaJ9	napaJ9	NOUN
JP	JP	PROPN
35	35	NUM
40	40	NUM
45	45	NUM
1	1	NUM
Wirtschaft	Wirtschaft	NOUN
Die	der	DET
Zukunft	Zukunft	NOUN
steht	stehen	VERB
unter	unter	ADP
Strom	Strom	NOUN
6	6	NUM
Soumitra	Soumitra	PROPN
Dutta	Dutta	PROPN
'	'	PUNCT
Die	der	DET
grundlegendsten	grundlegend	ADJ
menschlichen	menschlich	ADJ
Bedürfnisse	Bedürfnis	NOUN
'	'	PUNCT
92	92	NUM
Politik	Politik	NOUN
Weniger	wenig	DET
Gezwitscher	Gezwitscher	NOUN
,	,	PUNCT
mehr	mehr	DET
Inhalt	Inhalt	NOUN
10	10	NUM
Ian	Ian	NOUN
Bremmer	Bremmer	NOUN
'	'	PUNCT
Die	der	DET
Welt	Welt	NOUN
hat	haben	AUX
sich	sich	PRON
dramatisch	dramatisch	ADJ
verändert	verändern	VERB
'	'	NUM
13	13	NUM
3	3	NUM
Gesellschaft	Gesellschaft	NOUN
Globaler	Globaler	ADJ
Ruf	rufen	NOUN
nach	nach	ADP
Chancengleichheit	Chancengleichheit	NOUN
15	15	NUM
Mary	Mary	PROPN
E.	E.	PROPN
Iskenderian	Iskenderian	PROPN
'	'	PUNCT
Probleme	Problem	NOUN
werden	werden	AUX
nicht	nicht	PART
gelöst	lösen	VERB
,	,	PUNCT
wenn	wenn	SCONJ
wir	ich	PRON
uns	sich	PRON
abnabeln	abnabeln	VERB
'	'	PUNCT
17	17	NUM
Die	der	DET
Menschen	Mensch	NOUN
rund	rund	ADV
um	um	ADP
den	der	DET
Globus	Globus	NOUN
möchten	mögen	VERB
bei	bei	ADP
vielen	viel	DET
Entwicklungen	Entwicklung	NOUN
den	der	DET
Fortschritt	fortschreiten	NOUN
beschleunigen	beschleunigen	VERB
.	.	PUNCT
Das	der	DET
grösste	grösste	ADJ
Potenzial	Potenzial	NOUN
sehen	sehen	VERB
sie	ich	PRON
bei	bei	ADP
der	der	DET
E-Mobilität	E-Mobilität	NOUN
und	und	CONJ
der	der	DET
Weiter	Weiter	NOUN
bildung	bildung	ADJ
.	.	PUNCT
CN	CN	NOUN
anihC13	anihC13	NOUN
CREDIT	CREDIT	PROPN
SUISSE	SUISSE	PROPN
FORTSCHRITTS	FORTSCHRITTS	PROPN
BAROMETER	BAROMETER	PROPN
 	 	SPACE
Das	der	DET
zweite	zweite	ADJ
Credit	Credit	NOUN
Suisse	Suisse	PROPN
Fortschrittsbarometer	Fortschrittsbarometer	PROPN
wurde	werden	AUX
gegenüber	gegenüber	ADP
der	der	DET
Erstausgabe	Erstausgabe	NOUN
ausgebaut	ausbauen	VERB
und	und	CONJ
internationalisiert	internationalisiert	VERB
.	.	PUNCT
Es	ich	PRON
umfasst	umfasst	VERB
neu	neu	ADJ
16	16	NUM
Länder	Land	NOUN
auf	auf	ADP
allen	alle	DET
Kontinenten	Kontinent	NOUN
,	,	PUNCT
wobei	wobei	ADV
verschiedene	verschieden	ADJ
Entwicklungsstufen	Entwicklungsstufen	NOUN
und	und	CONJ
Grössen	Grössen	NOUN
von	von	ADP
Volkswirtschaften	Volkswirtschaften	NOUN
berücksichtigt	berücksichtigen	VERB
wurden	werden	AUX
.	.	PUNCT
In	In	ADP
jedem	jed	DET
Land	Land	NOUN
wurden	werden	AUX
rund	rund	ADV
tausend	tausend	NUM
Menschen	Mensch	NOUN
zu	zu	ADP
Themen	Thema	NOUN
aus	aus	ADP
den	der	DET
Bereichen	Bereich	NOUN
Wirtschaft	Wirtschaft	NOUN
,	,	PUNCT
Politik	Politik	NOUN
und	und	CONJ
Gesellschaft	Gesellschaft	NOUN
befragt	befragen	VERB
und	und	CONJ
um	um	ADP
eine	einen	DET
Einschätzung	Einschätzung	NOUN
gebeten	gebeten	VERB
,	,	PUNCT
ob	ob	SCONJ
sie	ich	PRON
in	in	ADP
ihrer	sich	DET
Heimat	Heimat	NOUN
die	der	DET
Entwicklung	Entwicklung	NOUN
bremsen	bremsen	VERB
oder	oder	CONJ
beschleunigen	beschleunigen	VERB
möchten	mögen	VERB
.	.	PUNCT
Die	der	DET
Skala	Skala	NOUN
reicht	reichen	VERB
bei	bei	ADP
jedem	jed	DET
Thema	Thema	NOUN
von	von	ADP
–100	–100	NOUN
(	(	PUNCT
Entwicklung	Entwicklung	NOUN
rückgängig	rückgängig	ADJ
machen	machen	VERB
)	)	PUNCT
bis	bis	ADP
+100	+100	PROPN
(	(	PUNCT
stark	stark	ADJ
beschleunigen	beschleunigen	VERB
)	)	PUNCT
.	.	PUNCT
Das	der	DET
Resultat	Resultat	NOUN
:	:	PUNCT
Trotz	Trotz	ADP
der	der	DET
grossen	grossen	ADJ
Heterogenität	Heterogenität	NOUN
der	der	DET
untersuchten	untersuchen	ADJ
Volkswirtschaften	Volkswirtschaften	NOUN
und	und	CONJ
Kulturen	Kultur	NOUN
zeigt	zeigen	VERB
sich	sich	PRON
bezüglich	bezüglich	ADJ
des	der	DET
Fortschrittswunschs	Fortschrittswunschs	NOUN
ein	einen	DET
erstaunlich	erstaunlich	ADJ
einheitliches	einheitlich	ADJ
Bild	Bild	NOUN
.	.	PUNCT
Grossmehrheitlich	Grossmehrheitlich	ADJ
wird	werden	AUX
das	der	DET
Vorwärtstreiben	Vorwärtstreiben	NOUN
begrüsst	begrüsst	VERB
,	,	PUNCT
die	der	DET
Menschen	Mensch	NOUN
rund	rund	ADV
um	um	ADP
den	der	DET
Globus	Globus	NOUN
möchten	mögen	VERB
viele	viel	DET
Entwicklungen	Entwicklung	NOUN
weitertreiben	weitertreiben	VERB
(	(	PUNCT
siehe	siehe	VERB
Karte	karten	NOUN
auf	auf	ADP
der	der	DET
vorangehenden	vorangehend	ADJ
Seite	Seite	NOUN
)	)	PUNCT
und	und	CONJ
Innovationen	Innovation	NOUN
sehen	sehen	VERB
.	.	PUNCT
Am	Am	PART
stärksten	stark	ADJ
verbreitet	verbreiten	VERB
ist	sein	AUX
der	der	DET
Fortschrittswunsch	Fortschrittswunsch	NOUN
in	in	ADP
aufstrebenden	aufstrebend	ADJ
Volkswirtschaften	Volkswirtschaften	NOUN
,	,	PUNCT
ganz	ganz	ADV
besonders	besonders	ADV
in	in	ADP
Brasilien	Brasilien	PROPN
(	(	PUNCT
+33	+33	NOUN
)	)	PUNCT
und	und	CONJ
China	China	PROPN
(	(	PUNCT
+31	+31	NOUN
)	)	PUNCT
,	,	PUNCT
aber	aber	CONJ
auch	auch	ADV
in	in	ADP
Indien	Indien	PROPN
und	und	CONJ
Südafrika	Südafrika	PROPN
(	(	PUNCT
beide	beid	DET
+19	+19	NOUN
)	)	PUNCT
,	,	PUNCT
Südkorea	Südkorea	PROPN
(	(	PUNCT
+17	+17	PROPN
)	)	PUNCT
,	,	PUNCT
Indonesien	Indonesien	PROPN
(	(	PUNCT
+14	+14	NOUN
)	)	PUNCT
und	und	CONJ
Chile	Chile	PROPN
(	(	PUNCT
+10	+10	PROPN
)	)	PUNCT
.	.	PUNCT
Erst	Erst	ADV
dann	dann	ADV
folgen	folgen	VERB
die	der	DET
ersten	erst	ADJ
industrialisierten	industrialisieren	ADJ
Nationen	Nation	NOUN
mit	mit	ADP
Singapur	Singapur	PROPN
und	und	CONJ
Japan	Japan	PROPN
(	(	PUNCT
beide	beid	PRON
+9	+9	NUM
)	)	PUNCT
,	,	PUNCT
vor	vor	ADP
dem	der	DET
ersten	erst	ADJ
europäischen	europäisch	ADJ
und	und	CONJ
dem	der	DET
ersten	erst	ADJ
nord	nord	ADV
amerikanischen	amerikanisch	ADJ
Land	Land	NOUN
:	:	PUNCT
Deutschland	Deutschland	PROPN
und	und	CONJ
Kanada	Kanada	PROPN
(	(	PUNCT
beide	beid	PRON
+6	+6	NUM
)	)	PUNCT
.	.	PUNCT
Weniger	wenig	DET
Fortschrittsdrang	Fortschrittsdrang	NOUN
haben	haben	AUX
die	der	DET
Menschen	Mensch	NOUN
im	im	ADP
Vereinigten	Vereinigte	ADJ
Königreich	Königreich	NOUN
(	(	PUNCT
+5	+5	PROPN
)	)	PUNCT
,	,	PUNCT
in	in	ADP
Russland	Russland	PROPN
(	(	PUNCT
+3	+3	PROPN
)	)	PUNCT
,	,	PUNCT
Australien	Australien	PROPN
(	(	PUNCT
+2	+2	PROPN
)	)	PUNCT
und	und	CONJ
den	der	DET
USA	USA	PROPN
(	(	PUNCT
+1	+1	PROPN
)	)	PUNCT
.	.	PUNCT
Im	Im	ADP
Schnitt	Schnitt	NOUN
ganz	ganz	ADV
leicht	leicht	ADJ
fortschrittskritisch	fortschrittskritisch	ADJ
zeigen	zeigen	VERB
sich	sich	PRON
nur	nur	ADV
die	der	DET
Schweizerinnen	Schweizerinnen	NOUN
und	und	CONJ
Schweizer	Schweizer	NOUN
(	(	PUNCT
–4	–4	ADJ
)	)	PUNCT
.	.	PUNCT
Wie	wie	ADV
ist	sein	AUX
ein	einen	DET
Wert	Wert	NOUN
um	um	ADP
0	0	NUM
einzuordnen	einordnen	ADJ
?	?	PUNCT
Herrscht	Herrscht	NOUN
in	in	ADP
diesen	dies	DET
Ländern	Land	NOUN
genereller	generell	ADJ
Widerstand	Widerstand	NOUN
gegenüber	gegenüber	ADP
Veränderung	Veränderung	NOUN
vor	vor	PART
?	?	PUNCT
'	'	PUNCT
Die	der	DET
hohe	hoch	ADJ
Lebensqualität	Lebensqualität	NOUN
kann	können	VERB
ein	einen	DET
Teil	teilen	NOUN
der	der	DET
Erklärung	Erklärung	NOUN
sein	mein	AUX
,	,	PUNCT
